id,latitude,biosample,longitude,accession,sample-desc,sample-name,sample-alias,last-update,geographic location (longitude),"geographic location (country and/or sea,region)",collection date,environmental package,geographic location (latitude),study
SRS5841494,42.48,SAMN13327067,3.14,SRS5841494,Metagenome or environmental sample from seawater metagenome,S131Euk_GAGTTG-BNV7B,S131Euk_GAGTTG-BNV7B,2024-07-29T08:55:39,3.14,France: Mediterranean sea: North West,2017-02-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841491,42.48,SAMN13327064,3.14,SRS5841491,Metagenome or environmental sample from seawater metagenome,S128Euk_GGTTAT-BNV7B,S128Euk_GGTTAT-BNV7B,2024-07-29T08:55:24,3.14,France: Mediterranean sea: North West,2017-02-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841489,42.48,SAMN13327062,3.14,SRS5841489,Metagenome or environmental sample from seawater metagenome,S126Euk_GGCTGC-BML83,S126Euk_GGCTGC-BML83,2024-07-29T08:55:11,3.14,France: Mediterranean sea: North West,2017-02-02,Metagenome or environmental,42.48,MGYS00006680
SRS5841485,42.48,SAMN13327061,3.14,SRS5841485,Metagenome or environmental sample from seawater metagenome,S125Euk_GAACAC-BNV7B,S125Euk_GAACAC-BNV7B,2024-07-29T08:54:56,3.14,France: Mediterranean sea: North West,2017-01-31,Metagenome or environmental,42.48,MGYS00006680
SRS5841487,42.48,SAMN13327060,3.14,SRS5841487,Metagenome or environmental sample from seawater metagenome,S124Euk_CTTGGG-BNV7B,S124Euk_CTTGGG-BNV7B,2024-07-29T08:54:40,3.14,France: Mediterranean sea: North West,2017-01-26,Metagenome or environmental,42.48,MGYS00006680
SRS5841484,42.48,SAMN13327058,3.14,SRS5841484,Metagenome or environmental sample from seawater metagenome,S122Euk_AGTAAG-BNV7B,S122Euk_AGTAAG-BNV7B,2024-07-29T08:54:27,3.14,France: Mediterranean sea: North West,2017-01-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841482,42.48,SAMN13327057,3.14,SRS5841482,Metagenome or environmental sample from seawater metagenome,S121Euk_CAGAAA-BNV7B,S121Euk_CAGAAA-BNV7B,2024-07-29T08:54:14,3.14,France: Mediterranean sea: North West,2017-01-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841478,42.48,SAMN13327053,3.14,SRS5841478,Metagenome or environmental sample from seawater metagenome,S117Euk_TGGTCA-BNV7B,S117Euk_TGGTCA-BNV7B,2024-07-29T08:54:00,3.14,France: Mediterranean sea: North West,2016-12-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841473,42.48,SAMN13327050,3.14,SRS5841473,Metagenome or environmental sample from seawater metagenome,S114Euk_TCGAGG-BNV7B,S114Euk_TCGAGG-BNV7B,2024-07-29T08:53:47,3.14,France: Mediterranean sea: North West,2016-12-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841475,42.48,SAMN13327048,3.14,SRS5841475,Metagenome or environmental sample from seawater metagenome,S112Euk_TAGGAA-BNV7B,S112Euk_TAGGAA-BNV7B,2024-07-29T08:53:33,3.14,France: Mediterranean sea: North West,2016-12-01,Metagenome or environmental,42.48,MGYS00006680
SRS5841469,42.48,SAMN13327046,3.14,SRS5841469,Metagenome or environmental sample from seawater metagenome,S110Euk_CGCGCC-BNV7B,S110Euk_CGCGCC-BNV7B,2024-07-29T08:53:19,3.14,France: Mediterranean sea: North West,2016-11-15,Metagenome or environmental,42.48,MGYS00006680
SRS5841470,42.48,SAMN13327045,3.14,SRS5841470,Metagenome or environmental sample from seawater metagenome,S109Euk_GATCTG-BNV7B,S109Euk_GATCTG-BNV7B,2024-07-29T08:53:05,3.14,France: Mediterranean sea: North West,2016-11-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841466,42.48,SAMN13327042,3.14,SRS5841466,Metagenome or environmental sample from seawater metagenome,S106Euk_GCACGT-BNV7B,S106Euk_GCACGT-BNV7B,2024-07-29T08:52:51,3.14,France: Mediterranean sea: North West,2016-10-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841463,42.48,SAMN13327039,3.14,SRS5841463,Metagenome or environmental sample from seawater metagenome,S103Euk_CTAGTC-BNV7B,S103Euk_CTAGTC-BNV7B,2024-07-29T08:52:38,3.14,France: Mediterranean sea: North West,2016-09-20,Metagenome or environmental,42.48,MGYS00006680
SRS5841461,42.48,SAMN13326948,3.14,SRS5841461,Metagenome or environmental sample from seawater metagenome,S12Euk_GTGAAT-BNV7B,S12Euk_GTGAAT-BNV7B,2024-07-29T08:52:23,3.14,France: Mediterranean sea: North West,2015-02-12,Metagenome or environmental,42.48,MGYS00006680
SRS5841459,42.48,SAMN13326938,3.14,SRS5841459,Metagenome or environmental sample from seawater metagenome,S1Euk_GACGAT-BNV7B,S1Euk_GACGAT-BNV7B,2024-07-29T08:52:09,3.14,France: Mediterranean sea: North West,2015-01-05,Metagenome or environmental,42.48,MGYS00006680
SRS5841458,42.48,SAMN13327001,3.14,SRS5841458,Metagenome or environmental sample from seawater metagenome,S65Euk_GACATC-BNV7B,S65Euk_GACATC-BNV7B,2024-07-29T08:51:54,3.14,France: Mediterranean sea: North West,2016-01-14,Metagenome or environmental,42.48,MGYS00006680
SRS5841457,42.48,SAMN13327000,3.14,SRS5841457,Metagenome or environmental sample from seawater metagenome,S64Euk_AGTGCT-BNV7B,S64Euk_AGTGCT-BNV7B,2024-07-29T08:51:40,3.14,France: Mediterranean sea: North West,2016-01-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841456,42.48,SAMN13326999,3.14,SRS5841456,Metagenome or environmental sample from seawater metagenome,S63Euk_GGTCAC-BNV7B,S63Euk_GGTCAC-BNV7B,2024-07-29T08:51:26,3.14,France: Mediterranean sea: North West,2016-01-07,Metagenome or environmental,42.48,MGYS00006680
SRS5841455,42.48,SAMN13326998,3.14,SRS5841455,Metagenome or environmental sample from seawater metagenome,S62Euk_AATAAT-BML83,S62Euk_AATAAT-BML83,2024-07-29T08:51:12,3.14,France: Mediterranean sea: North West,2016-01-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841732,42.48,SAMN13327031,3.14,SRS5841732,Metagenome or environmental sample from seawater metagenome,S95Euk_TTGCTA-BNV7B,S95Euk_TTGCTA-BNV7B,2024-07-29T08:50:58,3.14,France: Mediterranean sea: North West,2016-06-06,Metagenome or environmental,42.48,MGYS00006680
SRS5841729,42.48,SAMN13327029,3.14,SRS5841729,Metagenome or environmental sample from seawater metagenome,S93Euk_GCCTAA-BNV7B,S93Euk_GCCTAA-BNV7B,2024-07-29T08:50:44,3.14,France: Mediterranean sea: North West,2016-05-17,Metagenome or environmental,42.48,MGYS00006680
SRS5841728,42.48,SAMN13326947,3.14,SRS5841728,Metagenome or environmental sample from seawater metagenome,S11Euk_TAGATC-BNV7B,S11Euk_TAGATC-BNV7B,2024-07-29T08:50:31,3.14,France: Mediterranean sea: North West,2015-02-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841723,42.48,SAMN13327024,3.14,SRS5841723,Metagenome or environmental sample from seawater metagenome,S88Euk_TTGTGA-BNV7B,S88Euk_TTGTGA-BNV7B,2024-07-29T08:50:18,3.14,France: Mediterranean sea: North West,2016-04-14,Metagenome or environmental,42.48,MGYS00006680
SRS5841722,42.48,SAMN13327023,3.14,SRS5841722,Metagenome or environmental sample from seawater metagenome,S87Euk_CCCCAT-BNV7B,S87Euk_CCCCAT-BNV7B,2024-07-29T08:50:03,3.14,France: Mediterranean sea: North West,2016-04-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841720,42.48,SAMN13327020,3.14,SRS5841720,Metagenome or environmental sample from seawater metagenome,S84Euk_TGTAAA-BNV7B,S84Euk_TGTAAA-BNV7B,2024-07-29T08:49:49,3.14,France: Mediterranean sea: North West,2016-03-29,Metagenome or environmental,42.48,MGYS00006680
SRS5841713,42.48,SAMN13327017,3.14,SRS5841713,Metagenome or environmental sample from seawater metagenome,S81Euk_CCGTCA-BNV7B,S81Euk_CCGTCA-BNV7B,2024-07-29T08:49:36,3.14,France: Mediterranean sea: North West,2016-03-17,Metagenome or environmental,42.48,MGYS00006680
SRS5841714,42.48,SAMN13327015,3.14,SRS5841714,Metagenome or environmental sample from seawater metagenome,S79Euk_TGTGCC-BNV7B,S79Euk_TGTGCC-BNV7B,2024-07-29T08:49:22,3.14,France: Mediterranean sea: North West,2016-03-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841710,42.48,SAMN13327012,3.14,SRS5841710,Metagenome or environmental sample from seawater metagenome,S76Euk_CGTCGC-BNV7B,S76Euk_CGTCGC-BNV7B,2024-07-29T08:49:09,3.14,France: Mediterranean sea: North West,2016-02-22,Metagenome or environmental,42.48,MGYS00006680
SRS5841708,42.48,SAMN13327009,3.14,SRS5841708,Metagenome or environmental sample from seawater metagenome,S73Euk_GACAGT-BNV7B,S73Euk_GACAGT-BNV7B,2024-07-29T08:48:54,3.14,France: Mediterranean sea: North West,2016-02-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841702,42.48,SAMN13327006,3.14,SRS5841702,Metagenome or environmental sample from seawater metagenome,S70Euk_ACCCCC-BNV7B,S70Euk_ACCCCC-BNV7B,2024-07-29T08:48:40,3.14,France: Mediterranean sea: North West,2016-02-01,Metagenome or environmental,42.48,MGYS00006680
SRS5841703,42.48,SAMN13327004,3.14,SRS5841703,Metagenome or environmental sample from seawater metagenome,S68Euk_TCGAAC-BNV7B,S68Euk_TCGAAC-BNV7B,2024-07-29T08:48:27,3.14,France: Mediterranean sea: North West,2016-01-25,Metagenome or environmental,42.48,MGYS00006680
SRS5841698,42.48,SAMN13327003,3.14,SRS5841698,Metagenome or environmental sample from seawater metagenome,S67Euk_CTCGGT-BNV7B,S67Euk_CTCGGT-BNV7B,2024-07-29T08:48:13,3.14,France: Mediterranean sea: North West,2016-01-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841700,42.48,SAMN13327002,3.14,SRS5841700,Metagenome or environmental sample from seawater metagenome,S66Euk_CCCGGC-BNV7B,S66Euk_CCCGGC-BNV7B,2024-07-29T08:47:58,3.14,France: Mediterranean sea: North West,2016-01-18,Metagenome or environmental,42.48,MGYS00006680
SRS5841699,42.48,SAMN13326944,3.14,SRS5841699,Metagenome or environmental sample from seawater metagenome,S8Euk_AATCCG-BNV7B,S8Euk_AATCCG-BNV7B,2024-07-29T08:47:43,3.14,France: Mediterranean sea: North West,2015-01-29,Metagenome or environmental,42.48,MGYS00006680
SRS5841697,42.48,SAMN13326994,3.14,SRS5841697,Metagenome or environmental sample from seawater metagenome,S58Euk_ATAACG-BNV7B,S58Euk_ATAACG-BNV7B,2024-07-29T08:47:29,3.14,France: Mediterranean sea: North West,2015-12-03,Metagenome or environmental,42.48,MGYS00006680
SRS5841684,42.48,SAMN13326986,3.14,SRS5841684,Metagenome or environmental sample from seawater metagenome,S50Euk_TAAGGG-BNV7B,S50Euk_TAAGGG-BNV7B,2024-07-29T08:47:15,3.14,France: Mediterranean sea: North West,2015-10-12,Metagenome or environmental,42.48,MGYS00006680
SRS5841683,42.48,SAMN13326983,3.14,SRS5841683,Metagenome or environmental sample from seawater metagenome,S47Euk_CAGTGA-BNV7B,S47Euk_CAGTGA-BNV7B,2024-07-29T08:47:01,3.14,France: Mediterranean sea: North West,2015-09-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841676,42.48,SAMN13326980,3.14,SRS5841676,Metagenome or environmental sample from seawater metagenome,S44Euk_GCGCCC-BNV7B,S44Euk_GCGCCC-BNV7B,2024-07-29T08:46:47,3.14,France: Mediterranean sea: North West,2015-08-24,Metagenome or environmental,42.48,MGYS00006680
SRS5841679,42.48,SAMN13326979,3.14,SRS5841679,Metagenome or environmental sample from seawater metagenome,S43Euk_CGCGTG-BNV7B,S43Euk_CGCGTG-BNV7B,2024-07-29T08:46:33,3.14,France: Mediterranean sea: North West,2015-08-17,Metagenome or environmental,42.48,MGYS00006680
SRS5841674,42.48,SAMN13326975,3.14,SRS5841674,Metagenome or environmental sample from seawater metagenome,S39Euk_GTTGCG-BNV7B,S39Euk_GTTGCG-BNV7B,2024-07-29T08:46:20,3.14,France: Mediterranean sea: North West,2015-07-20,Metagenome or environmental,42.48,MGYS00006680
SRS5841670,42.48,SAMN13326972,3.14,SRS5841670,Metagenome or environmental sample from seawater metagenome,S36Euk_TAGTAC-BNV7B,S36Euk_TAGTAC-BNV7B,2024-07-29T08:46:07,3.14,France: Mediterranean sea: North West,2015-06-29,Metagenome or environmental,42.48,MGYS00006680
SRS5841667,42.48,SAMN13326971,3.14,SRS5841667,Metagenome or environmental sample from seawater metagenome,S35Euk_GGGGGA-BNV7B,S35Euk_GGGGGA-BNV7B,2024-07-29T08:45:53,3.14,France: Mediterranean sea: North West,2015-06-22,Metagenome or environmental,42.48,MGYS00006680
SRS5841663,42.48,SAMN13327225,3.14,SRS5841663,Metagenome or environmental sample from seawater metagenome,S142Pro_ATTAGG-BFCG2,S142Pro_ATTAGG-BFCG2,2024-07-29T08:45:38,3.14,France: Mediterranean sea: North West,2017-03-30,Metagenome or environmental,42.48,MGYS00006680
SRS5841661,42.48,SAMN13327224,3.14,SRS5841661,Metagenome or environmental sample from seawater metagenome,S141Pro_TTACTC-BFCG2,S141Pro_TTACTC-BFCG2,2024-07-29T08:45:24,3.14,France: Mediterranean sea: North West,2017-03-28,Metagenome or environmental,42.48,MGYS00006680
SRS5841662,42.48,SAMN13327223,3.14,SRS5841662,Metagenome or environmental sample from seawater metagenome,S140Pro_CCTGCT-BFCG2,S140Pro_CCTGCT-BFCG2,2024-07-29T08:45:09,3.14,France: Mediterranean sea: North West,2017-03-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841659,42.48,SAMN13326966,3.14,SRS5841659,Metagenome or environmental sample from seawater metagenome,S30Euk_GACTTT-BNV7B,S30Euk_GACTTT-BNV7B,2024-07-29T08:44:57,3.14,France: Mediterranean sea: North West,2015-05-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841653,42.48,SAMN13327217,3.14,SRS5841653,Metagenome or environmental sample from seawater metagenome,S134Pro_TGTAAA-BFCG2,S134Pro_TGTAAA-BFCG2,2024-07-29T08:44:44,3.14,France: Mediterranean sea: North West,2017-03-02,Metagenome or environmental,42.48,MGYS00006680
SRS5841655,42.48,SAMN13327216,3.14,SRS5841655,Metagenome or environmental sample from seawater metagenome,S133Pro_GTCGGC-BFCG2,S133Pro_GTCGGC-BFCG2,2024-07-29T08:44:31,3.14,France: Mediterranean sea: North West,2017-02-28,Metagenome or environmental,42.48,MGYS00006680
SRS5841649,42.48,SAMN13327213,3.14,SRS5841649,Metagenome or environmental sample from seawater metagenome,S130Pro_GGACTT-BFCG2,S130Pro_GGACTT-BFCG2,2024-07-29T08:44:15,3.14,France: Mediterranean sea: North West,2017-02-17,Metagenome or environmental,42.48,MGYS00006680
SRS5841648,42.48,SAMN13326965,3.14,SRS5841648,Metagenome or environmental sample from seawater metagenome,S29Euk_AGAATC-BNV7B,S29Euk_AGAATC-BNV7B,2024-07-29T08:44:03,3.14,France: Mediterranean sea: North West,2015-05-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841651,42.48,SAMN13327212,3.14,SRS5841651,Metagenome or environmental sample from seawater metagenome,S129Pro_TGTGCC-BFCG2,S129Pro_TGTGCC-BFCG2,2024-07-29T08:43:48,3.14,France: Mediterranean sea: North West,2017-02-15,Metagenome or environmental,42.48,MGYS00006680
SRS5841646,42.48,SAMN13327210,3.14,SRS5841646,Metagenome or environmental sample from seawater metagenome,S127Pro_CGTTGG-BFCG2,S127Pro_CGTTGG-BFCG2,2024-07-29T08:43:34,3.14,France: Mediterranean sea: North West,2017-02-07,Metagenome or environmental,42.48,MGYS00006680
SRS5841641,42.48,SAMN13327205,3.14,SRS5841641,Metagenome or environmental sample from seawater metagenome,S122Pro_GGCCAA-BFCG2,S122Pro_GGCCAA-BFCG2,2024-07-29T08:43:20,3.14,France: Mediterranean sea: North West,2017-01-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841639,42.48,SAMN13327203,3.14,SRS5841639,Metagenome or environmental sample from seawater metagenome,S120Pro_ACCCCC-BFCG2,S120Pro_ACCCCC-BFCG2,2024-07-29T08:43:05,3.14,France: Mediterranean sea: North West,2017-01-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841636,42.48,SAMN13327201,3.14,SRS5841636,Metagenome or environmental sample from seawater metagenome,S118Pro_TCGAAC-BFCG2,S118Pro_TCGAAC-BFCG2,2024-07-29T08:42:51,3.14,France: Mediterranean sea: North West,2017-01-03,Metagenome or environmental,42.48,MGYS00006680
SRS5841625,42.48,SAMN13327192,3.14,SRS5841625,Metagenome or environmental sample from seawater metagenome,S109Pro_GAGGGC-BFCG2,S109Pro_GAGGGC-BFCG2,2024-07-29T08:42:37,3.14,France: Mediterranean sea: North West,2016-11-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841623,42.48,SAMN13327189,3.14,SRS5841623,Metagenome or environmental sample from seawater metagenome,S106Pro_AGTCGG-BFCG2,S106Pro_AGTCGG-BFCG2,2024-07-29T08:42:23,3.14,France: Mediterranean sea: North West,2016-10-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841621,42.48,SAMN13327187,3.14,SRS5841621,Metagenome or environmental sample from seawater metagenome,S104Pro_GGCCTC-BFCG2,S104Pro_GGCCTC-BFCG2,2024-07-29T08:42:09,3.14,France: Mediterranean sea: North West,2016-10-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841618,42.48,SAMN13327184,3.14,SRS5841618,Metagenome or environmental sample from seawater metagenome,S101Pro_ATCGTT-BFCG2,S101Pro_ATCGTT-BFCG2,2024-07-29T08:41:55,3.14,France: Mediterranean sea: North West,2016-08-02,Metagenome or environmental,42.48,MGYS00006680
SRS5841615,42.48,SAMN13326962,3.14,SRS5841615,Metagenome or environmental sample from seawater metagenome,S26Euk_TTAAGG-BNV7B,S26Euk_TTAAGG-BNV7B,2024-07-29T08:41:42,3.14,France: Mediterranean sea: North West,2015-04-13,Metagenome or environmental,42.48,MGYS00006680
SRS5841609,42.48,SAMN13327178,3.14,SRS5841609,Metagenome or environmental sample from seawater metagenome,S95Pro_AAGGCC-BFCG2,S95Pro_AAGGCC-BFCG2,2024-07-29T08:41:28,3.14,France: Mediterranean sea: North West,2016-06-06,Metagenome or environmental,42.48,MGYS00006680
SRS5841611,42.48,SAMN13327176,3.14,SRS5841611,Metagenome or environmental sample from seawater metagenome,S93Pro_CGCGTG-BFCG2,S93Pro_CGCGTG-BFCG2,2024-07-29T08:41:14,3.14,France: Mediterranean sea: North West,2016-05-17,Metagenome or environmental,42.48,MGYS00006680
SRS5841604,42.48,SAMN13326961,3.14,SRS5841604,Metagenome or environmental sample from seawater metagenome,S25Euk_CTTGAC-BNV7B,S25Euk_CTTGAC-BNV7B,2024-07-29T08:40:59,3.14,France: Mediterranean sea: North West,2015-04-08,Metagenome or environmental,42.48,MGYS00006680
SRS5841605,42.48,SAMN13327171,3.14,SRS5841605,Metagenome or environmental sample from seawater metagenome,S88Pro_ACAGAC-BFCG2,S88Pro_ACAGAC-BFCG2,2024-07-29T08:40:45,3.14,France: Mediterranean sea: North West,2016-04-14,Metagenome or environmental,42.48,MGYS00006680
SRS5841601,42.48,SAMN13327169,3.14,SRS5841601,Metagenome or environmental sample from seawater metagenome,S86Pro_TAGTAC-BFCG2,S86Pro_TAGTAC-BFCG2,2024-07-29T08:40:31,3.14,France: Mediterranean sea: North West,2016-04-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841596,42.48,SAMN13327165,3.14,SRS5841596,Metagenome or environmental sample from seawater metagenome,S82Pro_ATTTGT-BFCG2,S82Pro_ATTTGT-BFCG2,2024-07-29T08:40:19,3.14,France: Mediterranean sea: North West,2016-03-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841593,42.48,SAMN13327162,3.14,SRS5841593,Metagenome or environmental sample from seawater metagenome,S79Pro_AGAATC-BFCG2,S79Pro_AGAATC-BFCG2,2024-07-29T08:40:05,3.14,France: Mediterranean sea: North West,2016-03-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841587,42.48,SAMN13327157,3.14,SRS5841587,Metagenome or environmental sample from seawater metagenome,S74Pro_TAAATG-BFCG2,S74Pro_TAAATG-BFCG2,2024-07-29T08:39:52,3.14,France: Mediterranean sea: North West,2016-02-15,Metagenome or environmental,42.48,MGYS00006680
SRS5841588,42.48,SAMN13327156,3.14,SRS5841588,Metagenome or environmental sample from seawater metagenome,S73Pro_CACCTC-BFCG2,S73Pro_CACCTC-BFCG2,2024-07-29T08:39:37,3.14,France: Mediterranean sea: North West,2016-02-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841581,42.48,SAMN13327152,3.14,SRS5841581,Metagenome or environmental sample from seawater metagenome,S69Pro_CCAAGC-BFCG2,S69Pro_CCAAGC-BFCG2,2024-07-29T08:39:23,3.14,France: Mediterranean sea: North West,2016-01-28,Metagenome or environmental,42.48,MGYS00006680
SRS5841579,42.48,SAMN13327150,3.14,SRS5841579,Metagenome or environmental sample from seawater metagenome,S67Pro_ACATTA-BFCG2,S67Pro_ACATTA-BFCG2,2024-07-29T08:39:09,3.14,France: Mediterranean sea: North West,2016-01-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841571,42.48,SAMN13327144,3.14,SRS5841571,Metagenome or environmental sample from seawater metagenome,S61Pro_TAGATC-BFCG2,S61Pro_TAGATC-BFCG2,2024-07-29T08:38:56,3.14,France: Mediterranean sea: North West,2015-12-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841570,42.48,SAMN13327143,3.14,SRS5841570,Metagenome or environmental sample from seawater metagenome,S60Pro_ATCTAT-BFCG2,S60Pro_ATCTAT-BFCG2,2024-07-29T08:38:43,3.14,France: Mediterranean sea: North West,2015-12-14,Metagenome or environmental,42.48,MGYS00006680
SRS5841566,42.48,SAMN13327140,3.14,SRS5841566,Metagenome or environmental sample from seawater metagenome,S57Pro_AGGCGC-BFCG2,S57Pro_AGGCGC-BFCG2,2024-07-29T08:38:29,3.14,France: Mediterranean sea: North West,2015-11-30,Metagenome or environmental,42.48,MGYS00006680
SRS5841558,42.48,SAMN13327132,3.14,SRS5841558,Metagenome or environmental sample from seawater metagenome,S49Pro_TCACAC-BFCTJ,S49Pro_TCACAC-BFCTJ,2024-07-29T08:38:17,3.14,France: Mediterranean sea: North West,2015-10-05,Metagenome or environmental,42.48,MGYS00006680
SRS5841555,42.48,SAMN13327128,3.14,SRS5841555,Metagenome or environmental sample from seawater metagenome,S45Pro_TATGCG-BFCTJ,S45Pro_TATGCG-BFCTJ,2024-07-29T08:38:02,3.14,France: Mediterranean sea: North West,2015-08-31,Metagenome or environmental,42.48,MGYS00006680
SRS5841543,42.48,SAMN13327119,3.14,SRS5841543,Metagenome or environmental sample from seawater metagenome,S36Pro_TGCTGA-BFCTJ,S36Pro_TGCTGA-BFCTJ,2024-07-29T08:37:47,3.14,France: Mediterranean sea: North West,2015-06-29,Metagenome or environmental,42.48,MGYS00006680
SRS5841542,42.48,SAMN13327116,3.14,SRS5841542,Metagenome or environmental sample from seawater metagenome,S33Pro_GCAAAT-BFCTJ,S33Pro_GCAAAT-BFCTJ,2024-07-29T08:37:34,3.14,France: Mediterranean sea: North West,2015-06-08,Metagenome or environmental,42.48,MGYS00006680
SRS5841541,42.48,SAMN13327114,3.14,SRS5841541,Metagenome or environmental sample from seawater metagenome,S31Pro_CTCTCG-BFCTJ,S31Pro_CTCTCG-BFCTJ,2024-07-29T08:37:20,3.14,France: Mediterranean sea: North West,2015-05-27,Metagenome or environmental,42.48,MGYS00006680
SRS5841530,42.48,SAMN13327106,3.14,SRS5841530,Metagenome or environmental sample from seawater metagenome,S23Pro_TTCTTG-BFCTJ,S23Pro_TTCTTG-BFCTJ,2024-07-29T08:37:05,3.14,France: Mediterranean sea: North West,2015-03-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841525,42.48,SAMN13327103,3.14,SRS5841525,Metagenome or environmental sample from seawater metagenome,S20Pro_CTGTAA-BFCTJ,S20Pro_CTGTAA-BFCTJ,2024-07-29T08:36:52,3.14,France: Mediterranean sea: North West,2015-03-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841526,42.48,SAMN13327100,3.14,SRS5841526,Metagenome or environmental sample from seawater metagenome,S17Pro_CAGATG-BFCTJ,S17Pro_CAGATG-BFCTJ,2024-07-29T08:36:38,3.14,France: Mediterranean sea: North West,2015-03-02,Metagenome or environmental,42.48,MGYS00006680
SRS5841513,42.48,SAMN13327092,3.14,SRS5841513,Metagenome or environmental sample from seawater metagenome,S9Pro_CACACT-BFCTJ,S9Pro_CACACT-BFCTJ,2024-07-29T08:36:25,3.14,France: Mediterranean sea: North West,2015-02-02,Metagenome or environmental,42.48,MGYS00006680
SRS5841507,42.48,SAMN13327078,3.14,SRS5841507,Metagenome or environmental sample from seawater metagenome,S142Euk_GTGCCA-BNV7B,S142Euk_GTGCCA-BNV7B,2024-07-29T08:36:10,3.14,France: Mediterranean sea: North West,2017-03-30,Metagenome or environmental,42.48,MGYS00006680
SRS5841506,42.48,SAMN13327077,3.14,SRS5841506,Metagenome or environmental sample from seawater metagenome,S141Euk_CACTGT-BNV7B,S141Euk_CACTGT-BNV7B,2024-07-29T08:35:56,3.14,France: Mediterranean sea: North West,2017-03-28,Metagenome or environmental,42.48,MGYS00006680
SRS5841504,42.48,SAMN13327076,3.14,SRS5841504,Metagenome or environmental sample from seawater metagenome,S140Euk_TGCCAG-BNV7B,S140Euk_TGCCAG-BNV7B,2024-07-29T08:35:43,3.14,France: Mediterranean sea: North West,2017-03-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841497,42.48,SAMN13327071,3.14,SRS5841497,Metagenome or environmental sample from seawater metagenome,S135Euk_CTAGGA-BNV7B,S135Euk_CTAGGA-BNV7B,2024-07-29T08:35:30,3.14,France: Mediterranean sea: North West,2017-03-06,Metagenome or environmental,42.48,MGYS00006680
SRS5841495,42.48,SAMN13327070,3.14,SRS5841495,Metagenome or environmental sample from seawater metagenome,S134Euk_GGAAGA-BNV7B,S134Euk_GGAAGA-BNV7B,2024-07-29T08:35:17,3.14,France: Mediterranean sea: North West,2017-03-02,Metagenome or environmental,42.48,MGYS00006680
SRS5841492,42.48,SAMN13327065,3.14,SRS5841492,Metagenome or environmental sample from seawater metagenome,S129Euk_TCTGAT-BNV7B,S129Euk_TCTGAT-BNV7B,2024-07-29T08:35:00,3.14,France: Mediterranean sea: North West,2017-02-15,Metagenome or environmental,42.48,MGYS00006680
SRS5841736,42.48,SAMN13327037,3.14,SRS5841736,Metagenome or environmental sample from seawater metagenome,S101Euk_GATAGA-BNV7B,S101Euk_GATAGA-BNV7B,2024-07-29T08:34:46,3.14,France: Mediterranean sea: North West,2016-08-02,Metagenome or environmental,42.48,MGYS00006680
SRS5841680,42.48,SAMN13326981,3.14,SRS5841680,Metagenome or environmental sample from seawater metagenome,S45Euk_AAGGCC-BNV7B,S45Euk_AAGGCC-BNV7B,2024-07-29T08:34:30,3.14,France: Mediterranean sea: North West,2015-08-31,Metagenome or environmental,42.48,MGYS00006680
SRS5841672,42.48,SAMN13326976,3.14,SRS5841672,Metagenome or environmental sample from seawater metagenome,S40Euk_AAACTC-BNV7B,S40Euk_AAACTC-BNV7B,2024-07-29T08:34:16,3.14,France: Mediterranean sea: North West,2015-07-27,Metagenome or environmental,42.48,MGYS00006680
SRS5841517,42.48,SAMN13326953,3.14,SRS5841517,Metagenome or environmental sample from seawater metagenome,S17Euk_ACATTA-BNV7B,S17Euk_ACATTA-BNV7B,2024-07-29T08:34:00,3.14,France: Mediterranean sea: North West,2015-03-02,Metagenome or environmental,42.48,MGYS00006680
