ref_code,batch,sample_type,seq_run_ro_crate_fname,forward_read_fname,backward_read_fname,run_status,version,date_started,who,system_run,output_loc,output_size
EMOBON00806,003-2,sediment,,,,,,,,,,
EMOBON00807,003-2,sediment,,,,,,,,,,
EMOBON00807,003-2,sediment,,,,,,,,,,
EMOBON00808,003-2,sediment,,,,,,,,,,
EMOBON00808,003-2,sediment,,,,,,,,,,
EMOBON00809,003-2,sediment,,,,,,,,,,
EMOBON00809,003-2,sediment,,,,,,,,,,
EMOBON00810,003-2,sediment,,,,,,,,,,
EMOBON00810,003-2,sediment,,,,,,,,,,
EMOBON00811,003-2,sediment,,,,,,,,,,
EMOBON00811,003-2,sediment,,,,,,,,,,
EMOBON00812,003-2,sediment,,,,,,,,,,
EMOBON00812,003-2,sediment,,,,,,,,,,
EMOBON00813,003-2,sediment,,,,,,,,,,
EMOBON00813,003-2,sediment,,,,,,,,,,
EMOBON00814,003-2,sediment,,,,,,,,,,
EMOBON00814,003-2,sediment,,,,,,,,,,
EMOBON00815,003-2,sediment,,,,,,,,,,
EMOBON00815,003-2,sediment,,,,,,,,,,
EMOBON00816,003-2,sediment,,,,,,,,,,
EMOBON00816,003-2,sediment,,,,,,,,,,
EMOBON00817,003-2,sediment,,,,,,,,,,
EMOBON00817,003-2,sediment,,,,,,,,,,
EMOBON00818,003-2,sediment,,,,,,,,,,
EMOBON00818,003-2,sediment,,,,,,,,,,
EMOBON00819,003-2,sediment,,,,,,,,,,
EMOBON00819,003-2,sediment,,,,,,,,,,
EMOBON00548,003-2,sediment,,,,,,,,,,
EMOBON00549,003-2,sediment,,,,,,,,,,
EMOBON00550,003-2,sediment,,,,,,,,,,
EMOBON00551,003-2,sediment,,,,,,,,,,
EMOBON00553,003-2,sediment,,,,,,,,,,
EMOBON00554,003-2,sediment,,,,,,,,,,
EMOBON00555,003-2,sediment,,,,,,,,,,
EMOBON00556,003-2,sediment,,,,,,,,,,
EMOBON00552,003-2,sediment_blank,,,,,,,,,,
EMOBON00557,003-2,sediment,,,,,,,,,,
EMOBON00558,003-2,sediment,,,,,,,,,,
EMOBON00560,003-2,sediment,,,,,,,,,,
EMOBON00559,003-2,sediment,,,,,,,,,,
EMOBON00548,003-2,sediment,,,,,,,,,,
EMOBON00549,003-2,sediment,,,,,,,,,,
EMOBON00550,003-2,sediment,,,,,,,,,,
EMOBON00551,003-2,sediment,,,,,,,,,,
EMOBON00553,003-2,sediment,,,,,,,,,,
EMOBON00554,003-2,sediment,,,,,,,,,,
EMOBON00555,003-2,sediment,,,,,,,,,,
EMOBON00556,003-2,sediment,,,,,,,,,,
EMOBON00552,003-2,sediment_blank,,,,,,,,,,
EMOBON00557,003-2,sediment,,,,,,,,,,
EMOBON00558,003-2,sediment,,,,,,,,,,
EMOBON00560,003-2,sediment,,,,,,,,,,
EMOBON00559,003-2,sediment,,,,,,,,,,
EMOBON00597,003-2,sediment,,,,,,,,,,
EMOBON00597,003-2,sediment,,,,,,,,,,
EMOBON00598,003-2,sediment,,,,,,,,,,
EMOBON00598,003-2,sediment,,,,,,,,,,
EMOBON00599,003-2,sediment,,,,,,,,,,
EMOBON00599,003-2,sediment,,,,,,,,,,
EMOBON00599,003-2,sediment,,,,,,,,,,
EMOBON00614,003-2,sediment,,,,,,,,,,
EMOBON00614,003-2,sediment,,,,,,,,,,
EMOBON00615,003-2,sediment,,,,,,,,,,
EMOBON00615,003-2,sediment,,,,,,,,,,
EMOBON00616,003-2,sediment,,,,,,,,,,
EMOBON00616,003-2,sediment,,,,,,,,,,
EMOBON00617,003-2,sediment,,,,,,,,,,
EMOBON00617,003-2,sediment,,,,,,,,,,
EMOBON00658,003-2,sediment,,,,,,,,,,
EMOBON00658,003-2,sediment,,,,,,,,,,
EMOBON00659,003-2,sediment,,,,,,,,,,
EMOBON00659,003-2,sediment,,,,,,,,,,
EMOBON00660,003-2,sediment,,,,,,,,,,
EMOBON00660,003-2,sediment,,,,,,,,,,
EMOBON00709,003-2,sediment,,,,,,,,,,
EMOBON00709,003-2,sediment,,,,,,,,,,
EMOBON00710,003-2,sediment,,,,,,,,,,
EMOBON00710,003-2,sediment,,,,,,,,,,
EMOBON00711,003-2,sediment,,,,,,,,,,
EMOBON00711,003-2,sediment,,,,,,,,,,
EMOBON00712,003-2,sediment,,,,,,,,,,
EMOBON00712,003-2,sediment,,,,,,,,,,
EMOBON00545,003-2,sediment,,,,,,,,,,
EMOBON00547,003-2,sediment,,,,,,,,,,
EMOBON00545,003-2,sediment,,,,,,,,,,
EMOBON00547,003-2,sediment,,,,,,,,,,
