ref_code,batch,sample_type,seq_run_ro_crate_fname,forward_read_fname,backward_read_fname,run_status,version,date_started,who,system_run,output_loc,output_size
EMOBON00148,002,filters,,DBB_AADXOSDA_2_1_HVWGWDSX5.UDI213_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-06-20,CCMAR,INCD,,
EMOBON00149,002,filters,,DBB_AADYOSDA_2_1_HVWGWDSX5.UDI153_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-07-19,CCMAR,INCD,,15.0
EMOBON00199,002,filters,,DBB_AAFSOSDA_1_1_HVWGWDSX5.UDI216_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-09,CCMAR,CETA ceta5,,
EMOBON00196,002,filters,,DBB_AAFPOSDA_2_1_HVWGWDSX5.UDI221_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-09,CCMAR,CETA ceta2,,
EMOBON00120,002,filters,,DBB_AACZOSDA_1_1_HVWGWDSX5.UDI097_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-06-20,CCMAR,CETA,,15.0
EMOBON00121,002,filters,,DBB_AADAOSDA_1_1_HVWGWDSX5.UDI109_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-06-21,CCMAR,INCD,,14.0
EMOBON00122,002,filters,,DBB_AADBOSDA_2_1_HVWGWDSX5.UDI219_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-06-21,CCMAR,INCD,,7.6
EMOBON00123,002,filters,,DBB_AADCOSDA_2_1_HVWGWDSX5.UDI210_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-06-27,CCMAR,REDI,,
EMOBON00124,002,filters,,DBB_AADDOSDA_1_1_HVWGWDSX5.UDI121_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-06-28,CCMAR,INCD,,14.0
EMOBON00125,002,filters,,DBB_AADEOSDA_1_1_HVWGWDSX5.UDI133_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-07-09,CCMAR,REDI,,17.0
EMOBON00126,002,filters,,DBB_AADFOSDA_2_1_HVWGWDSX5.UDI211_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-07-03,CCMAR,INCD,,10.0
EMOBON00127,002,filters,,DBB_AADGOSDA_2_1_HVWGWDSX5.UDI105_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-07-03,CCMAR,INCD,,9.6
EMOBON00156,002,filters,,DBB_AAEDOSDA_1_1_HVWGWDSX5.UDI099_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-06-17,CCMAR,CETA ceta-gen,,15.0
EMOBON00157,002,filters,,DBB_AAEEOSDA_1_1_HVWGWDSX5.UDI111_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-07-27,CCMAR,INCD,,14.0
EMOBON00154,002,filters,,DBB_AAEBOSDA_2_1_HVWGWDSX5.UDI170_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-01,CCMAR,CETA6,,11.0
EMOBON00155,002,filters,,DBB_AAECOSDA_2_1_HVWGWDSX5.UDI182_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-06-17,CCMAR,CETA6,,13.0
EMOBON00160,002,filters,,DBB_AAEHOSDA_1_1_HVWGWDSX5.UDI135_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-03,CCMAR,INCD,,15.0
EMOBON00161,002,filters,,DBB_AAEIOSDA_1_1_HVWGWDSX5.UDI147_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-07-31,CCMAR,CETA ceta-gen,,12.0
EMOBON00158,002,filters,,DBB_AAEFOSDA_2_1_HVWGWDSX5.UDI165_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-07-29,CCMAR,INCD,,12.0
EMOBON00159,002,filters,,DBB_AAEGOSDA_2_1_HVWGWDSX5.UDI123_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-03,CCMAR,INCD,,12.0
EMOBON00230,002,filters,,DBB_AAGTOSDA_1_1_HVWGWDSX5.UDI139_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-21,CCMAR,UID,,
EMOBON00231,002,filters,,DBB_AAGUOSDA_1_1_HVWGWDSX5.UDI151_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-21,CCMAR,UID,,
EMOBON00228,002,filters,,DBB_AAGROSDA_2_1_HVWGWDSX5.UDI166_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-21,CCMAR,UID,,
EMOBON00229,002,filters,,DBB_AAGSOSDA_2_1_HVWGWDSX5.UDI178_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-21,CCMAR,UID,,
EMOBON00234,002,filters,,DBB_AAGXOSDA_1_1_HVWGWDSX5.UDI163_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-29,CCMAR,CETA,,
EMOBON00235,002,filters,,DBB_AAGYOSDA_1_1_HVWGWDSX5.UDI175_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-29,CCMAR,CETA ceta4,,
EMOBON00232,002,filters,,DBB_AAGVOSDA_2_1_HVWGWDSX5.UDI190_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-29,CCMAR,CETA ceta6,,
EMOBON00233,002,filters,,DBB_AAGWOSDA_2_1_HVWGWDSX5.UDI107_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-29,CCMAR,CETA ceta-gen,,
EMOBON00245,002,filters,,DBB_AAHAOSDA_1_1_HVWGWDSX5.UDI187_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-31,CCMAR,UID,,
EMOBON00247,002,filters,,DBB_AAHCOSDA_1_1_HVWGWDSX5.UDI104_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-06,CCMAR,CETA,,
EMOBON00244,002,filters,,DBB_AAGZOSDA_2_1_HVWGWDSX5.UDI119_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-31,CCMAR,UID,,
EMOBON00246,002,filters,,DBB_AAHBOSDA_2_1_HVWGWDSX5.UDI131_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-06,CCMAR,CETA ceta5,,
EMOBON00249,002,filters,,DBB_AAHEOSDA_1_1_HVWGWDSX5.UDI128_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-06,CCMAR,CETA ceta-gen,,
EMOBON00251,002,filters,,DBB_AAHGOSDA_1_1_HVWGWDSX5.UDI152_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-08,CCMAR,CETA ceta-gen,,
EMOBON00248,002,filters,,DBB_AAHDOSDA_2_1_H5H2YDSX7.UDI239_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-08,CCMAR,CETA ceta1 ,,
EMOBON00250,002,filters,,DBB_AAHFOSDA_2_1_HVWGWDSX5.UDI140_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-06,CCMAR,CETA ceta3,,
EMOBON00208,002,filters,,DBB_AAGAOSDA_1_1_HVWGWDSX5.UDI161_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-23,CCMAR,CETA ceta4,,
EMOBON00209,002,filters,,DBB_AAGBOSDA_1_1_HVWGWDSX5.UDI173_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-23,CCMAR,,,14.0
EMOBON00206,002,filters,,DBB_AAFYOSDA_2_1_HVWGWDSX5.UDI137_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-09,CCMAR,CETA ceta-gen,,
EMOBON00207,002,filters,,DBB_AAFZOSDA_2_1_HVWGWDSX5.UDI149_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-23,CCMAR,CETA ceta2,,12.0
EMOBON00212,002,filters,,DBB_AAGGOSDA_1_1_HVWGWDSX5.UDI126_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-23,CCMAR,,,
EMOBON00213,002,filters,,DBB_AAGHOSDA_1_1_HVWGWDSX5.UDI138_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-14,CCMAR,CETA ceta2,,
EMOBON00210,002,filters,,DBB_AAGCOSDA_2_1_HVWGWDSX5.UDI185_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-23,CCMAR,CETA ceta1,,
EMOBON00211,002,filters,,DBB_AAGFOSDA_2_1_HVWGWDSX5.UDI114_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-23,CCMAR,,,
EMOBON00216,002,filters,,DBB_AAGJOSDA_1_1_HVWGWDSX5.UDI162_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-14,CCMAR,CETA ceta6,,
EMOBON00217,002,filters,,DBB_AAGKOSDA_1_1_HVWGWDSX5.UDI174_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-14,CCMAR,CETA ceta-gen,,
EMOBON00214,002,filters,,DBB_AAGDOSDA_2_1_HVWGWDSX5.UDI102_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-14,CCMAR,CETA ceta1 failed1,,
EMOBON00215,002,filters,,DBB_AAGIOSDA_2_1_HVWGWDSX5.UDI150_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-14,CCMAR,CETA ceta4,,
EMOBON00220,002,filters,,DBB_AAGNOSDA_1_1_HVWGWDSX5.UDI115_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-21,CCMAR,CETA ceta-gen,,
EMOBON00221,002,filters,,DBB_AAGOOSDA_1_1_HVWGWDSX5.UDI127_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-21,CCMAR,CETA ceta2,,
EMOBON00218,002,filters,,DBB_AAGLOSDA_2_1_HVWGWDSX5.UDI186_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-21,CCMAR,CETA ceta2,,
EMOBON00219,002,filters,,DBB_AAGMOSDA_2_1_HVWGWDSX5.UDI103_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-10-21,CCMAR,CETA ceta3,,
EMOBON00184,002,filters,,DBB_AAFHOSDA_1_1_HVWGWDSX5.UDI160_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-29,CCMAR,CETA ceta2,,15.0
EMOBON00185,002,filters,,DBB_AAFIOSDA_1_1_HVWGWDSX5.UDI172_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-29,CCMAR,CETA ceta2,,12.0
EMOBON00182,002,filters,,DBB_AAFFOSDA_2_1_HVWGWDSX5.UDI154_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-27,CCMAR,CETA ceta4,,10.0
EMOBON00183,002,filters,,DBB_AAFGOSDA_2_1_HVWGWDSX5.UDI148_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-28,CCMAR,CETA ceta6,,11.0
EMOBON00190,002,filters,,DBB_AAFNOSDA_1_1_HVWGWDSX5.UDI113_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-09,CCMAR,CETA ceta4,,
EMOBON00191,002,filters,,DBB_AAFOOSDA_1_1_HVWGWDSX5.UDI125_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-09,CCMAR,CETA ceta gen,,
EMOBON00188,002,filters,,DBB_AAFLOSDA_2_1_HVWGWDSX5.UDI184_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-02,CCMAR,CETA ceta4,,12.0
EMOBON00189,002,filters,,DBB_AAFMOSDA_2_1_HVWGWDSX5.UDI101_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-09-06,CCMAR,CETA ceta2,,
EMOBON00175,002,filters,,DBB_AAEYOSDA_1_1_HVWGWDSX5.UDI118_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-12,CCMAR,CETA ceta2,,13.0
EMOBON00176,002,filters,,DBB_AAEZOSDA_1_1_HVWGWDSX5.UDI112_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-12,CCMAR,CETA ceta-gen,,16.0
EMOBON00172,002,filters,,DBB_AAETOSDA_2_1_HVWGWDSX5.UDI220_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-26,CCMAR,INCD,,8.4
EMOBON00173,002,filters,,DBB_AAEWOSDA_2_1_HVWGWDSX5.UDI215_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-26,CCMAR,INCD,,9.8
EMOBON00180,002,filters,,DBB_AAFDOSDA_1_1_HVWGWDSX5.UDI124_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-19,CCMAR,CETA ceta5,,11.0
EMOBON00181,002,filters,,DBB_AAFEOSDA_1_1_HVWGWDSX5.UDI136_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-22,CCMAR,CETA ceta2,,15.0
EMOBON00178,002,filters,,DBB_AAFBOSDA_2_1_HVWGWDSX5.UDI130_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-19,CCMAR,CETA ceta-gen,,12.0
EMOBON00179,002,filters,,DBB_AAFCOSDA_2_1_HVWGWDSX5.UDI142_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-08-19,CCMAR,CETA ceta-gen,,13.0
EMOBON00128,002,filters_blank,,,,,,,,,,
EMOBON00129,002,filters_blank,,,,,,,,,,
EMOBON00134,002,filters_blank,,,,,,,,,,
EMOBON00135,002,filters_blank,,,,,,,,,,
EMOBON00152,002,filters_blank,,,,,,,,,,
EMOBON00153,002,filters_blank,,,,,,,,,,
EMOBON00170,002,filters_blank,,,,,,,,,,
EMOBON00171,002,filters_blank,,,,,,,,,,
EMOBON00174,002,filters_blank,,,,,,,,,,
EMOBON00177,002,filters_blank,,,,,,,,,,
EMOBON00186,002,filters_blank,,,,,,,,,,
EMOBON00187,002,filters_blank,,,,,,,,,,
EMOBON00197,002,filters,,,,,,,,,,
EMOBON00198,002,filters,,,,,,,,,,
EMOBON00200,002,filters_blank,,,,,,,,,,
EMOBON00201,002,filters_blank,,,,,,,,,,
EMOBON00202,002,filters,,,,,,,,,,
EMOBON00203,002,filters,,,,,,,,,,
EMOBON00204,002,filters,,,,,,,,,,
EMOBON00205,002,filters,,,,,,,,,,
EMOBON00222,002,filters_blank,,,,,,,,,,
EMOBON00223,002,filters_blank,,,,,,,,,,
EMOBON00240,002,sediment,,,,,,,,,,
EMOBON00241,002,sediment,,,,,,,,,,
EMOBON00252,002,filters_blank,,,,,,,,,,
EMOBON00253,002,filters_blank,,,,,,,,,,
EMOBON00269,003-0,filters,,,,,,,,,,
EMOBON00270,003-0,filters,,,,,,,,,,
EMOBON00271,003-0,filters,,,,,,,,,,
EMOBON00272,003-0,filters,,,,,,,,,,
EMOBON00273,003-0,filters,,,,,,,,,,
EMOBON00274,003-0,filters,,,,,,,,,,
EMOBON00275,003-0,filters,,,,,,,,,,
EMOBON00276,003-0,filters,,,,,,,,,,
EMOBON00277,003-0,filters,,,,,,,,,,
EMOBON00278,003-0,filters,,,,,,,,,,
EMOBON00279,003-0,filters,,,,,,,,,,
EMOBON00280,003-0,filters,,,,,,,,,,
EMOBON00281,003-0,filters,,,,,,,,,,
EMOBON00282,003-0,filters,,,,,,,,,,
EMOBON00283,003-0,filters,,,,,,,,,,
EMOBON00284,003-0,filters,,,,,,,,,,
EMOBON00291,003-0,filters,,,,,,,,,,
EMOBON00292,003-0,filters,,,,,,,,,,
EMOBON00293,003-0,filters,,,,,,,,,,
EMOBON00294,003-0,filters,,,,,,,,,,
EMOBON00295,003-0,filters,,,,,,,,,,
EMOBON00296,003-0,filters,,,,,,,,,,
EMOBON00297,003-0,filters,,,,,,,,,,
EMOBON00298,003-0,filters,,,,,,,,,,
EMOBON00299,003-0,filters,,,,,,,,,,
EMOBON00300,003-0,filters,,,,,,,,,,
EMOBON00301,003-0,filters,,,,,,,,,,
EMOBON00302,003-0,filters,,,,,,,,,,
EMOBON00303,003-0,filters,,,,,,,,,,
EMOBON00304,003-0,filters,,,,,,,,,,
EMOBON00305,003-0,filters,,,,,,,,,,
EMOBON00306,003-0,filters,,,,,,,,,,
EMOBON00307,003-0,filters,,,,,,,,,,
EMOBON00308,003-0,filters,,,,,,,,,,
EMOBON00309,003-0,filters,,,,,,,,,,
EMOBON00310,003-0,filters,,,,,,,,,,
EMOBON00311,003-0,filters_blank,,,,,,,,,,
EMOBON00312,003-0,filters_blank,,,,,,,,,,
EMOBON00313,003-0,filters,,,,,,,,,,
EMOBON00314,003-0,filters,,,,,,,,,,
EMOBON00315,003-0,filters,,,,,,,,,,
EMOBON00316,003-0,filters,,,,,,,,,,
EMOBON00317,003-0,filters,,,,,,,,,,
EMOBON00318,003-0,filters,,,,,,,,,,
EMOBON00319,003-0,filters,,,,,,,,,,
EMOBON00320,003-0,filters,,,,,,,,,,
EMOBON00321,003-0,filters,,,,,,,,,,
EMOBON00322,003-0,filters,,,,,,,,,,
EMOBON00323,003-0,filters,,,,,,,,,,
EMOBON00324,003-0,filters,,,,,,,,,,
EMOBON00325,003-0,filters,,,,,,,,,,
EMOBON00326,003-0,filters,,,,,,,,,,
EMOBON00327,003-0,filters,,,,,,,,,,
EMOBON00328,003-0,filters,,,,,,,,,,
EMOBON00329,003-0,filters,,,,,,,,,,
EMOBON00330,003-0,filters,,,,,,,,,,
EMOBON00331,003-0,filters,,,,,,,,,,
EMOBON00332,003-0,filters,,,,,,,,,,
EMOBON00333,003-0,filters,,,,,,,,,,
EMOBON00334,003-0,filters,,,,,,,,,,
EMOBON00335,003-0,filters,,,,,,,,,,
EMOBON00336,003-0,filters,,,,,,,,,,
EMOBON00337,003-0,filters,,,,,,,,,,
EMOBON00338,003-0,filters,,,,,,,,,,
EMOBON00339,003-0,filters,,,,,,,,,,
EMOBON00340,003-0,filters,,,,,,,,,,
EMOBON00341,003-0,filters,,,,,,,,,,
EMOBON00342,003-0,filters,,,,,,,,,,
EMOBON00343,003-0,filters,,,,,,,,,,
EMOBON00344,003-0,filters,,,,,,,,,,
EMOBON00345,003-0,filters,,,,,,,,,,
EMOBON00346,003-0,filters,,,,,,,,,,
EMOBON00347,003-0,filters,,,,,,,,,,
EMOBON00348,003-0,filters,,,,,,,,,,
EMOBON00349,003-0,filters,,,,,,,,,,
EMOBON00350,003-0,filters,,,,,,,,,,
EMOBON00351,003-0,filters,,,,,,,,,,
EMOBON00352,003-0,filters,,,,,,,,,,
EMOBON00353,003-0,filters,,,,,,,,,,
EMOBON00354,003-0,filters,,,,,,,,,,
EMOBON00355,003-0,filters,,,,,,,,,,
EMOBON00356,003-0,filters,,,,,,,,,,
EMOBON00357,003-0,filters,,,,,,,,,,
EMOBON00358,003-0,filters,,,,,,,,,,
EMOBON00359,003-0,filters,,,,,,,,,,
EMOBON00360,003-0,filters,,,,,,,,,,
EMOBON00361,003-0,filters,,,,,,,,,,
EMOBON00362,003-0,filters,,,,,,,,,,
EMOBON00363,003-0,filters,,,,,,,,,,
EMOBON00364,003-0,filters,,,,,,,,,,
EMOBON00365,003-0,filters,,,,,,,,,,
EMOBON00366,003-0,filters,,,,,,,,,,
EMOBON00367,003-0,filters,,,,,,,,,,
EMOBON00368,003-0,filters,,,,,,,,,,
EMOBON00375,003-0,filters,,,,,,,,,,
EMOBON00376,003-0,filters,,,,,,,,,,
EMOBON00377,003-0,filters,,,,,,,,,,
EMOBON00378,003-0,filters,,,,,,,,,,
EMOBON00379,003-0,filters,,,,,,,,,,
EMOBON00380,003-0,filters,,,,,,,,,,
EMOBON00381,003-0,filters,,,,,,,,,,
EMOBON00382,003-0,filters,,,,,,,,,,
EMOBON00383,003-0,filters,,,,,,,,,,
EMOBON00384,003-0,filters,,,,,,,,,,
EMOBON00385,003-0,filters,,,,,,,,,,
EMOBON00386,003-0,filters,,,,,,,,,,
EMOBON00387,003-0,filters,,,,,,,,,,
EMOBON00388,003-0,filters,,,,,,,,,,
EMOBON00389,003-0,filters,,,,,,,,,,
EMOBON00390,003-0,filters,,,,,,,,,,
EMOBON00391,003-0,filters,,,,,,,,,,
EMOBON00392,003-0,filters,,,,,,,,,,
EMOBON00393,003-0,filters,,,,,,,,,,
EMOBON00394,003-0,filters,,,,,,,,,,
EMOBON00395,003-0,filters,,,,,,,,,,
EMOBON00396,003-0,filters,,,,,,,,,,
EMOBON00397,003-0,filters,,,,,,,,,,
EMOBON00398,003-0,filters,,,,,,,,,,
EMOBON00399,003-0,filters_blank,,,,,,,,,,
EMOBON00400,003-0,filters_blank,,,,,,,,,,
EMOBON00401,003-0,filters,,,,,,,,,,
EMOBON00402,003-0,filters,,,,,,,,,,
EMOBON00403,003-0,filters,,,,,,,,,,
EMOBON00404,003-0,filters,,,,,,,,,,
EMOBON00405,003-0,filters,,,,,,,,,,
EMOBON00406,003-0,filters,,,,,,,,,,
EMOBON00407,003-0,filters,,,,,,,,,,
EMOBON00408,003-0,filters,,,,,,,,,,
EMOBON00409,003-0,filters,,,,,,,,,,
EMOBON00410,003-0,filters,,,,,,,,,,
EMOBON00411,003-0,filters,,,,,,,,,,
EMOBON00412,003-0,filters,,,,,,,,,,
EMOBON00413,003-0,filters,,,,,,,,,,
EMOBON00414,003-0,filters,,,,,,,,,,
EMOBON00415,003-0,filters,,,,,,,,,,
EMOBON00416,003-0,filters,,,,,,,,,,
EMOBON00417,003-0,filters,,,,,,,,,,
EMOBON00418,003-0,filters,,,,,,,,,,
EMOBON00419,003-0,filters,,,,,,,,,,
EMOBON00420,003-0,filters,,,,,,,,,,
EMOBON00421,003-0,filters,,,,,,,,,,
EMOBON00422,003-0,filters,,,,,,,,,,
EMOBON00423,003-0,filters,,,,,,,,,,
EMOBON00424,003-0,filters,,,,,,,,,,
EMOBON00433,003-0,filters,,,,,,,,,,
EMOBON00434,003-0,filters,,,,,,,,,,
EMOBON00435,003-0,filters,,,,,,,,,,
EMOBON00436,003-0,filters,,,,,,,,,,
EMOBON00437,003-0,filters,,,,,,,,,,
EMOBON00438,003-0,filters,,,,,,,,,,
EMOBON00439,003-0,filters,,,,,,,,,,
EMOBON00440,003-0,filters,,,,,,,,,,
EMOBON00441,003-0,filters,,,,,,,,,,
EMOBON00442,003-0,filters,,,,,,,,,,
EMOBON00443,003-0,filters,,,,,,,,,,
EMOBON00444,003-0,filters,,,,,,,,,,
EMOBON00445,003-0,filters_blank,,,,,,,,,,
EMOBON00446,003-0,filters_blank,,,,,,,,,,
EMOBON00447,003-0,filters,,,,,,,,,,
EMOBON00448,003-0,filters,,,,,,,,,,
EMOBON00449,003-0,filters,,,,,,,,,,
EMOBON00450,003-0,filters,,,,,,,,,,
EMOBON00467,003-0,filters,,,,,,,,,,
EMOBON00468,003-0,filters,,,,,,,,,,
EMOBON00469,003-0,filters,,,,,,,,,,
EMOBON00470,003-0,filters,,,,,,,,,,
EMOBON00471,003-0,filters,,,,,,,,,,
EMOBON00472,003-0,filters,,,,,,,,,,
EMOBON00473,003-0,filters,,,,,,,,,,
EMOBON00474,003-0,filters,,,,,,,,,,
EMOBON00475,003-0,filters,,,,,,,,,,
EMOBON00476,003-0,filters,,,,,,,,,,
EMOBON00477,003-0,filters,,,,,,,,,,
EMOBON00478,003-0,filters,,,,,,,,,,
EMOBON00479,003-0,filters,,,,,,,,,,
EMOBON00480,003-0,filters,,,,,,,,,,
EMOBON00481,003-0,filters,,,,,,,,,,
EMOBON00482,003-0,filters,,,,,,,,,,
EMOBON00483,003-0,filters,,,,,,,,,,
EMOBON00484,003-0,filters,,,,,,,,,,
EMOBON00485,003-0,filters,,,,,,,,,,
EMOBON00486,003-0,filters,,,,,,,,,,
EMOBON00487,003-0,filters,,,,,,,,,,
EMOBON00488,003-0,filters,,,,,,,,,,
EMOBON00489,003-0,filters,,,,,,,,,,
EMOBON00490,003-0,filters,,,,,,,,,,
EMOBON00491,003-0,filters,,,,,,,,,,
EMOBON00492,003-0,filters,,,,,,,,,,
EMOBON00493,003-0,filters,,,,,,,,,,
EMOBON00494,003-0,filters,,,,,,,,,,
EMOBON00495,003-0,filters_blank,,,,,,,,,,
EMOBON00496,003-0,filters_blank,,,,,,,,,,
EMOBON00497,003-0,filters,,,,,,,,,,
EMOBON00498,003-0,filters,,,,,,,,,,
EMOBON00499,003-0,filters,,,,,,,,,,
EMOBON00500,003-0,filters,,,,,,,,,,
EMOBON00501,003-0,filters_blank,,,,,,,,,,
EMOBON00502,003-0,filters_blank,,,,,,,,,,
EMOBON00503,003-0,filters,,,,,,,,,,
EMOBON00504,003-0,filters,,,,,,,,,,
EMOBON00505,003-0,filters,,,,,,,,,,
EMOBON00506,003-0,filters,,,,,,,,,,
EMOBON00507,003-0,filters,,,,,,,,,,
EMOBON00508,003-0,filters,,,,,,,,,,
EMOBON00509,003-0,filters,,,,,,,,,,
EMOBON00510,003-0,filters,,,,,,,,,,
EMOBON00511,003-0,filters,,,,,,,,,,
EMOBON00512,003-0,filters,,,,,,,,,,
EMOBON00513,003-0,filters,,,,,,,,,,
EMOBON00514,003-0,filters,,,,,,,,,,
EMOBON00515,003-0,filters,,,,,,,,,,
EMOBON00516,003-0,filters,,,,,,,,,,
EMOBON00517,003-0,filters,,,,,,,,,,
EMOBON00518,003-0,filters,,,,,,,,,,
EMOBON00519,003-0,filters_blank,,,,,,,,,,
EMOBON00520,003-0,filters_blank,,,,,,,,,,
EMOBON00521,003-0,filters,,,,,,,,,,
EMOBON00522,003-0,filters,,,,,,,,,,
EMOBON00523,003-0,filters,,,,,,,,,,
EMOBON00524,003-0,filters,,,,,,,,,,
EMOBON00525,003-0,filters,,,,,,,,,,
EMOBON00526,003-0,filters,,,,,,,,,,
EMOBON00527,003-0,filters,,,,,,,,,,
EMOBON00528,003-0,filters,,,,,,,,,,
EMOBON00529,003-0,filters,,,,,,,,,,
EMOBON00530,003-0,filters,,,,,,,,,,
EMOBON00531,003-0,filters,,,,,,,,,,
EMOBON00532,003-0,filters,,,,,,,,,,
EMOBON00533,003-0,filters,,,,,,,,,,
EMOBON00534,003-0,filters,,,,,,,,,,
EMOBON00535,003-0,filters,,,,,,,,,,
EMOBON00536,003-0,filters,,,,,,,,,,
EMOBON00537,003-0,filters,,,,,,,,,,
EMOBON00538,003-0,filters,,,,,,,,,,
EMOBON00539,003-0,filters,,,,,,,,,,
EMOBON00540,003-0,filters,,,,,,,,,,
EMOBON00541,003-0,filters,,,,,,,,,,
EMOBON00542,003-0,filters,,,,,,,,,,
EMOBON00543,003-0,filters,,,,,,,,,,
EMOBON00544,003-0,filters,,,,,,,,,,
EMOBON00285,003-0,sediment,,,,,,,,,,
EMOBON00286,003-0,sediment,,,,,,,,,,
EMOBON00287,003-0,sediment,,,,,,,,,,
EMOBON00288,003-0,sediment,,,,,,,,,,
EMOBON00289,003-0,sediment,,,,,,,,,,
EMOBON00290,003-0,sediment,,,,,,,,,,
EMOBON00369,003-0,sediment,,,,,,,,,,
EMOBON00370,003-0,sediment,,,,,,,,,,
EMOBON00371,003-0,sediment,,,,,,,,,,
EMOBON00372,003-0,sediment,,,,,,,,,,
EMOBON00373,003-0,sediment,,,,,,,,,,
EMOBON00374,003-0,sediment,,,,,,,,,,
EMOBON00425,003-0,sediment,,,,,,,,,,
EMOBON00426,003-0,sediment,,,,,,,,,,
EMOBON00427,003-0,sediment,,,,,,,,,,
EMOBON00428,003-0,sediment,,,,,,,,,,
EMOBON00429,003-0,sediment,,,,,,,,,,
EMOBON00430,003-0,sediment,,,,,,,,,,
EMOBON00431,003-0,sediment,,,,,,,,,,
EMOBON00432,003-0,sediment,,,,,,,,,,
EMOBON00451,003-0,sediment,,,,,,,,,,
EMOBON00452,003-0,sediment,,,,,,,,,,
EMOBON00453,003-0,sediment,,,,,,,,,,
